N,P,K,temp,humid,ph,rainfal,label,investment,State_Name,District_Name
20.0,19.0,35.0,34.17719782,50.62161586,6.113935087000001,98.00687989,mango,3906.0,21,273
19.0,21.0,34.0,30.01592643,53.19212381,5.074272692,97.72843182,mango,3482.0,4,443
18.0,17.0,31.0,31.74592134,45.16127859,5.667507706,93.75441586,mango,1446.0,13,536
11.0,36.0,33.0,35.99009679,52.22780489,5.978634285,95.3713484,mango,3017.0,6,58
30.0,28.0,30.0,31.86641378,52.19331595,5.064613314,98.46768642,mango,2331.0,29,533
18.0,19.0,27.0,27.75518664,52.34605806,4.772385986000001,94.11213345,mango,1248.0,6,419
23.0,23.0,27.0,34.72413192,51.4271781,5.161148592,97.31258083,mango,1165.0,3,336
37.0,30.0,34.0,27.53907547,53.63549533,6.797779227,99.35408185,mango,4552.0,24,388
11.0,27.0,30.0,27.69637763,48.56224879999999,6.39474303,89.85646496,mango,4031.0,28,558
12.0,19.0,31.0,27.25373364,52.66319725,5.566704378,91.87312479,mango,2358.0,24,13
3.0,28.0,33.0,30.33723921,48.88704844,5.755049971,94.42850522,mango,2019.0,24,260
37.0,38.0,32.0,31.85744939,45.53106268,5.417340525,91.55845821,mango,1541.0,29,15
26.0,37.0,30.0,35.39986338,49.45962621,6.166173833999999,97.41054011,mango,1758.0,31,52
14.0,18.0,30.0,29.80747243,52.13797867,5.191265116,95.74606104,mango,4177.0,14,211
40.0,16.0,35.0,34.16438906,54.16482251,4.954739564,98.33351125,mango,4634.0,3,38
4.0,20.0,25.0,28.93270187,47.94053996,5.664587011,99.9834242,mango,3128.0,30,364
36.0,25.0,33.0,27.98392787,53.33018851,5.548584852,99.61465679,mango,3180.0,7,382
30.0,17.0,31.0,31.20478173,54.49960506,6.804437106,94.62954663,mango,1796.0,20,564
28.0,37.0,28.0,32.13409675,50.52559148,6.097869767000001,98.63333684,mango,3947.0,24,294
38.0,15.0,30.0,28.91862016,48.13974548,5.075504537,97.01331604,mango,1137.0,4,186
12.0,37.0,30.0,31.09779147,47.41196659,4.546466109,90.28624348,mango,3231.0,7,382
38.0,19.0,31.0,34.73823882,49.08864345,5.855119267999999,90.65022183,mango,4472.0,9,561
8.0,33.0,29.0,29.98080499,49.48613279,6.442393461,91.82271568,mango,2353.0,14,256
15.0,27.0,28.0,33.80398664,46.12866113,4.507523551,90.82549241,mango,3832.0,26,320
34.0,16.0,25.0,30.07202564,50.96040505,6.10729559,92.09609766,mango,4579.0,29,180
11.0,36.0,31.0,27.92063282,51.77965917,6.47544932,100.2585673,mango,2875.0,13,528
33.0,29.0,34.0,31.40948821,49.21729127,6.832979508999999,92.99739415,mango,4031.0,29,451
12.0,31.0,26.0,35.7877738,51.94190321,5.395275719,100.2160615,mango,1068.0,3,526
12.0,34.0,28.0,33.36140093,45.02236377,6.13526938,98.81596545,mango,3593.0,4,28
5.0,16.0,31.0,35.96054636,48.69677802,4.555688532,98.00644238,mango,4845.0,14,295
1.0,30.0,29.0,28.33333307,51.39586505,6.4341977560000005,91.67241761,mango,3100.0,4,118
16.0,35.0,31.0,32.27652024,50.19368841,5.316875978000001,95.99487068,mango,2473.0,18,491
35.0,18.0,26.0,31.99490489,50.84881347,5.279388967,97.38741498,mango,1204.0,30,505
4.0,40.0,26.0,27.58258929,48.56916221,6.720041791,95.8445641,mango,3173.0,12,309
9.0,29.0,34.0,29.38471637,45.88744691,5.72742254,100.8124659,mango,4818.0,9,389
2.0,38.0,33.0,32.38697531,53.2328243,4.691396195,90.21633216,mango,1042.0,27,275
26.0,32.0,32.0,30.91471455,49.92963856,6.810186079,90.14047759,mango,4823.0,27,340
34.0,38.0,31.0,35.37775595,45.58110023,6.454045329,97.41586402,mango,2906.0,9,433
5.0,32.0,33.0,32.32362177,52.58967710000001,5.842763773,93.36718816,mango,3158.0,8,397
31.0,29.0,26.0,28.22373428,47.40519056,5.024124683999999,97.76832322,mango,1760.0,13,203
34.0,34.0,35.0,27.27433181,47.16808054,6.422710539,95.257992,mango,4734.0,1,492
36.0,19.0,32.0,27.10710832,50.70880979,4.94295037,92.37238878,mango,4254.0,15,420
7.0,17.0,26.0,34.89226666,48.75613373,6.414526606,91.63074547,mango,3895.0,30,364
38.0,15.0,27.0,33.7462686,48.50387598,6.777788126,92.26439205,mango,3142.0,29,50
5.0,19.0,25.0,27.351105600000004,54.43945147,6.441328044,96.27792547,mango,2994.0,31,119
37.0,36.0,26.0,32.89300162,52.61323969,4.650536197,94.49161372,mango,4445.0,21,272
21.0,31.0,32.0,35.38598705,51.42664176,5.254532213,90.29643888,mango,2935.0,3,360
37.0,36.0,27.0,27.552973600000005,47.90859131,5.910634533,90.40332704,mango,4591.0,15,102
23.0,23.0,30.0,32.82141065,47.45553843,4.755273631000001,90.89173106,mango,1899.0,16,506
36.0,26.0,26.0,30.17294105,51.0845903,6.814630246,95.23444287,mango,1359.0,29,337
24.0,33.0,35.0,29.26382931,54.82257868,5.342866119,100.7586226,mango,3947.0,29,451
26.0,18.0,30.0,32.06097197,51.08494181,6.336234623999999,96.59816497,mango,2719.0,8,225
22.0,17.0,26.0,28.69818144,47.71875722,4.754435025,99.642454,mango,1280.0,21,251
11.0,34.0,32.0,29.14305008,49.40983294,6.831706773,97.55155537,mango,4266.0,8,116
29.0,35.0,28.0,28.347161100000005,53.53903102,6.9674177660000005,90.40260445,mango,2887.0,29,327
22.0,28.0,26.0,27.67256197,45.41692012,4.947683034,92.84991507,mango,4266.0,15,276
23.0,24.0,32.0,28.1218093,46.16888595,5.630619901,93.30247448,mango,1666.0,26,518
1.0,35.0,34.0,30.79375683,46.69536813,6.27339822,92.21318555,mango,1092.0,3,137
2.0,24.0,34.0,28.89409382,54.80750249,6.472774648,94.76322976,mango,1671.0,14,328
39.0,37.0,25.0,33.33024826,45.61143594,6.953246506,98.28583013,mango,2969.0,26,111
15.0,36.0,27.0,27.78912455,53.96886679,5.6437102160000014,91.01152997,mango,1060.0,26,426
3.0,18.0,31.0,31.65333432,48.20662669,6.392313972999999,91.09745581,mango,3681.0,16,363
8.0,38.0,32.0,29.75150773,46.73723302,4.981816523,91.405983,mango,4122.0,0,487
33.0,31.0,34.0,31.32995611,50.22287593,5.421265282999999,89.78216168,mango,4474.0,4,443
14.0,29.0,32.0,35.63627319,48.97047762,6.942520105,97.51952041,mango,4860.0,31,143
18.0,20.0,26.0,31.66524687,51.98594645,5.435840509,89.98024312,mango,2028.0,26,444
9.0,21.0,32.0,32.26935342,53.56092806,5.870116071,95.94035356,mango,2489.0,29,32
20.0,30.0,27.0,27.81005614,51.59445462,4.74910393,95.89898581,mango,1603.0,18,556
9.0,38.0,25.0,34.58561471,50.34035336,5.497946899,100.3060719,mango,1681.0,16,453
26.0,24.0,34.0,31.27180992,52.23810152,6.811291098,89.74409017,mango,4900.0,3,286
31.0,36.0,29.0,33.93679864,52.72170281,6.460542749,97.4611918,mango,3581.0,15,458
14.0,18.0,35.0,31.09154239,47.02058367,4.791146778,91.46664318,mango,2428.0,4,62
40.0,16.0,35.0,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango,3885.0,13,203
28.0,27.0,34.0,32.45465292,50.69693751,6.526654345,95.04871605,mango,4584.0,2,311
0.0,17.0,30.0,35.47478322,47.97230503,6.279133738,97.79072474,mango,3692.0,15,57
1.0,29.0,29.0,27.32961444,49.30347234,6.052026047000001,93.53197359,mango,3280.0,21,339
2.0,36.0,31.0,30.90225239,49.95955487,5.73171945,91.77522598,mango,1523.0,16,138
12.0,27.0,26.0,29.09382275,45.5661059,5.32307197,96.23520043,mango,3393.0,4,356
7.0,28.0,35.0,30.02086169,46.78393776,4.66910839,96.63721027,mango,4117.0,29,410
0.0,36.0,26.0,34.13072188,51.25786185,5.101206389,96.38808001,mango,3593.0,23,503
26.0,35.0,31.0,33.44619894,53.05980465,5.339556562,98.05089394,mango,2968.0,3,261
27.0,21.0,30.0,35.3915464,52.48823147,5.061081874,91.22881052,mango,2101.0,10,331
22.0,38.0,31.0,31.53356352,53.06009323,5.8211060360000015,98.57025046,mango,2753.0,20,403
22.0,18.0,31.0,30.764551500000003,47.93791463,5.956027059,90.38503469,mango,2836.0,4,47
28.0,23.0,28.0,30.01821337,50.09831810000001,5.676032581,96.08745082,mango,4994.0,3,486
7.0,31.0,27.0,31.32863689,47.59319575,6.524114355,94.67344737,mango,4144.0,4,92
29.0,34.0,26.0,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango,3841.0,21,172
8.0,37.0,33.0,28.07802689,54.9640534,6.128167757000001,97.45373619,mango,3296.0,26,509
39.0,16.0,27.0,35.53845018,52.94641947,4.934964765,91.54560427,mango,3094.0,27,380
40.0,24.0,25.0,28.70595247,50.44030129,5.445008416,95.8946444,mango,2144.0,31,119
19.0,38.0,26.0,31.48451729,48.77926304,4.525722333,93.17221967,mango,3261.0,15,421
21.0,21.0,30.0,27.69819273,51.41593238,5.403908327999999,100.7720705,mango,3286.0,6,322
22.0,18.0,33.0,30.41235793,52.48100602,6.621623545,93.92375879,mango,2079.0,23,167
31.0,20.0,30.0,32.17752026,54.01352682,6.207495815,91.88766069,mango,3397.0,23,399
18.0,26.0,31.0,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango,1106.0,1,191
24.0,130.0,195.0,29.99677232,81.54156612,6.112305667,67.12534492,grapes,3878.0,23,449
13.0,144.0,204.0,30.7280404,82.42614055,6.092241627000001,68.38135469,grapes,1047.0,13,203
22.0,123.0,205.0,32.44577836,83.88504863,5.896343436,68.73932528,grapes,4644.0,15,67
36.0,125.0,196.0,37.46566825,80.65968681,6.15526103,66.83872293,grapes,1336.0,27,429
24.0,131.0,196.0,22.03296178,83.74372787,5.732453638,65.34440794,grapes,2049.0,26,250
2.0,123.0,198.0,39.64851881,82.21079946,6.253034534,70.39906054,grapes,3851.0,1,244
35.0,140.0,197.0,16.77557314,82.75241875,6.106190557000001,66.76285469,grapes,2280.0,16,550
11.0,122.0,195.0,12.14190714,83.56812483,5.647202395,69.63122027,grapes,3055.0,4,445
6.0,123.0,203.0,12.7567962,81.62497448,6.130310493,66.77844567,grapes,1624.0,29,315
17.0,134.0,204.0,39.04071989,80.18393287,6.499604931,73.88467027,grapes,2890.0,13,203
25.0,130.0,197.0,39.70772192,82.68593454,5.554831977,74.91506217,grapes,2276.0,21,172
27.0,145.0,205.0,9.467960445,82.29335466,5.800242694,66.02765219,grapes,2715.0,4,47
9.0,122.0,201.0,29.58748357,80.91934392,5.570290539,68.06417307,grapes,3766.0,15,470
16.0,139.0,203.0,17.82803682,80.96093443,6.27564088,65.84748763,grapes,1302.0,26,361
32.0,141.0,204.0,8.825674745,82.89753705,5.536645599,67.235765,grapes,1638.0,29,337
22.0,138.0,195.0,27.83487131,83.51444973,6.208196881,73.02882766,grapes,1055.0,31,52
31.0,144.0,202.0,11.02105378,80.55557235,5.870600622,68.23963161,grapes,1725.0,16,89
3.0,136.0,205.0,17.5862944,80.84806564,6.334771461,71.40654520000002,grapes,1525.0,29,355
28.0,122.0,197.0,19.89363946,82.73366439,5.856575335,69.66256816,grapes,1473.0,21,484
4.0,136.0,204.0,29.93707596,81.77713468,5.898944282,65.52279323,grapes,1027.0,29,315
39.0,145.0,201.0,36.73126647,80.58931938,5.775600435,72.24230804,grapes,3125.0,6,242
38.0,132.0,197.0,20.42094753,81.54185044,5.931101816,66.93065667,grapes,4287.0,21,273
36.0,133.0,198.0,25.51939719,83.98351748,6.2286454,69.17281221,grapes,4457.0,26,158
25.0,121.0,201.0,30.50734778,82.71775569,5.594240602999999,70.08200379,grapes,1364.0,29,53
15.0,125.0,199.0,18.426993600000007,80.55625868,5.569230319,69.75734306,grapes,3713.0,1,493
24.0,140.0,205.0,12.087022,83.59398734,5.93202852,68.66813363,grapes,1525.0,21,339
13.0,132.0,203.0,23.60115364,82.48336987,6.423216506,73.23901752,grapes,3746.0,6,501
5.0,126.0,197.0,12.80000387,81.20876367,6.417500829,67.10439401,grapes,2335.0,13,528
30.0,120.0,200.0,38.06099482,82.24729637,6.234904253,65.70148216,grapes,1882.0,26,113
23.0,142.0,197.0,39.06555518,82.03812973,6.000573725,69.30772897,grapes,2030.0,4,76
26.0,135.0,203.0,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes,2026.0,30,537
7.0,126.0,203.0,16.76201707,82.00335557,5.662140095,73.28712806,grapes,2646.0,8,440
32.0,139.0,198.0,35.89307536,82.66850729,6.358186848,66.53946559,grapes,1918.0,21,251
9.0,141.0,202.0,21.01245395,81.17931863,6.119495295,66.38448261,grapes,3797.0,29,345
20.0,142.0,196.0,10.89875873,80.01639435,6.207600782999999,68.69420397,grapes,3410.0,24,260
32.0,129.0,201.0,16.36251869,83.00471609,6.48754639,71.55665483,grapes,2774.0,29,32
3.0,134.0,199.0,20.28370163,81.32235739,5.81717753,71.06611222,grapes,2531.0,8,243
38.0,138.0,204.0,25.11108456,83.25447587,6.325480034,73.01026829,grapes,4345.0,29,416
14.0,131.0,198.0,33.4641162,83.86742974,5.562790949,67.92204319,grapes,4577.0,8,422
20.0,122.0,204.0,11.7976469,80.86325389,6.487369687,65.06962486,grapes,3853.0,24,81
40.0,126.0,201.0,11.36300891,80.03100049,6.116982944,71.18289431,grapes,3786.0,1,546
36.0,128.0,204.0,25.23542319,80.68700527,5.695792761,67.03840888,grapes,2906.0,4,31
11.0,132.0,197.0,15.99050693,81.23966573,5.7343170070000005,74.40198861,grapes,4086.0,15,472
0.0,137.0,195.0,22.4359017,80.18612085,6.329499832000001,65.3973168,grapes,2215.0,13,201
19.0,123.0,200.0,34.76086052,81.03544763,6.167013532,65.70430027,grapes,2654.0,14,386
31.0,136.0,197.0,31.11047251,83.34010951,5.653776057999999,71.43001582,grapes,1484.0,29,127
4.0,134.0,200.0,28.57828803,80.95628959,5.840256272,73.34232097,grapes,3075.0,13,105
39.0,139.0,201.0,41.18664903,81.01783402,5.5399808120000005,68.68895899,grapes,1713.0,21,40
8.0,127.0,196.0,27.02766138,83.17093908,5.833302165,70.95666003,grapes,2062.0,13,188
39.0,138.0,203.0,21.19339319,82.33098331,6.399433771,74.62834921,grapes,2976.0,13,417
32.0,120.0,204.0,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes,2296.0,24,474
12.0,142.0,203.0,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes,2254.0,18,553
8.0,133.0,195.0,20.46657776,80.97598029,6.456079585,71.29813872,grapes,3133.0,15,333
8.0,139.0,199.0,29.36947679,81.53996362,6.3364266670000005,66.13442813,grapes,4545.0,6,117
21.0,134.0,202.0,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes,1125.0,18,489
40.0,140.0,195.0,14.97846952,80.49979873,6.2943956760000015,71.63437433,grapes,3859.0,29,32
39.0,127.0,202.0,15.3246651,81.67215994,6.477768039,71.60102999,grapes,1536.0,31,210
19.0,120.0,195.0,18.73932187,81.12109244,5.931538447,73.55807954,grapes,3192.0,30,406
21.0,139.0,201.0,19.3642553,83.36094029,5.980598579,67.15094741,grapes,4596.0,30,406
17.0,136.0,195.0,41.20733624,81.61051026,6.389783283,65.90227462,grapes,4283.0,16,5
33.0,139.0,203.0,33.34214482,82.51034633,5.693287415,70.68098614,grapes,3072.0,8,499
22.0,133.0,201.0,23.81995682,80.12211649,6.00299607,67.27398640000001,grapes,2603.0,26,520
32.0,130.0,196.0,40.66012294,81.24995984,6.372959542,74.03030056,grapes,4465.0,21,446
37.0,135.0,205.0,11.82768186,80.2827185,5.510924848999999,74.10225057,grapes,1066.0,13,334
15.0,140.0,195.0,13.28504331,83.54193816,5.69945282,65.80006004,grapes,1232.0,4,76
39.0,132.0,196.0,35.83089092,83.32560104,5.778594403,73.67984885,grapes,3156.0,31,52
40.0,121.0,199.0,26.18159716,81.03886263,6.315586313,66.05911698,grapes,2169.0,15,75
40.0,132.0,202.0,24.57558351,80.70695797,5.9718130060000005,69.706113,grapes,3158.0,15,543
29.0,142.0,203.0,29.67229086,83.71498986,5.891195653,66.48490371,grapes,3275.0,16,16
32.0,121.0,199.0,39.37102553,81.25353895,6.129812716,74.08101744,grapes,1110.0,29,107
6.0,140.0,205.0,17.66558428,82.92903419,6.313085601,69.8671263,grapes,2493.0,16,482
8.0,120.0,196.0,24.06679352,82.66396666,6.053662544,69.81855775,grapes,3081.0,26,111
34.0,133.0,202.0,15.31413469,80.09711412,5.804799142,74.82144653,grapes,1622.0,4,452
35.0,135.0,199.0,21.77466746,80.54942557,6.400719746,69.39630398,grapes,4847.0,21,446
16.0,145.0,199.0,26.91624843,80.76838926,5.953966361,69.30927185,grapes,4440.0,13,63
8.0,136.0,201.0,41.65602996,82.22118237,5.6092559920000005,74.19664838,grapes,3795.0,4,396
25.0,129.0,195.0,17.98667801,81.17712085,5.777271492000001,72.37127689,grapes,3642.0,15,194
16.0,130.0,201.0,29.12033769,82.79092939,5.682395429,68.8503047,grapes,4625.0,21,280
39.0,129.0,203.0,34.38922481,83.18392806,5.863996687,71.03001556,grapes,3472.0,21,68
38.0,135.0,203.0,41.36106301,82.79782954,6.444373116,69.92107482,grapes,3660.0,8,243
33.0,120.0,205.0,35.12158265,82.26890793,5.550832177999999,69.71518491,grapes,2541.0,16,89
35.0,125.0,204.0,19.6491772,80.15215777,6.107741787999999,73.69529586,grapes,3739.0,24,55
1.0,132.0,200.0,16.27852801,82.94270065,5.620745638,66.57462809,grapes,2305.0,26,368
39.0,140.0,203.0,21.11903604,80.63399198,6.349875906,69.27779761,grapes,4391.0,29,461
28.0,145.0,202.0,19.2077707,82.90428409999998,6.484323189,66.83113717,grapes,2761.0,29,338
6.0,128.0,200.0,25.96308415,82.57813624,5.838748311,70.31782647,grapes,4514.0,29,159
6.0,139.0,199.0,25.67385024,81.6212135,6.29099842,74.10919422,grapes,2975.0,26,320
29.0,122.0,196.0,41.94865736,81.15595212,5.638328481,73.06862952,grapes,3362.0,13,536
37.0,144.0,197.0,11.18994268,80.8084305,6.415555956,66.34234944,grapes,1876.0,17,99
38.0,120.0,197.0,17.5438296,82.94703302,6.323722572,73.77063744,grapes,2989.0,21,378
38.0,141.0,198.0,13.05809741,80.28297993,5.757009965,70.75633584,grapes,4812.0,24,362
14.0,121.0,203.0,9.724457611,83.74765639,6.1586894060000015,74.46411148,grapes,4448.0,26,544
6.0,125.0,204.0,27.92004934,82.93262435,5.7335398070000005,69.92092839,grapes,2312.0,29,161
32.0,138.0,197.0,9.535585543,80.73112694,5.908724337000001,69.44115171,grapes,2460.0,15,472
11.0,124.0,204.0,13.42988625,80.06633966,6.361141107000001,71.40043037,grapes,3709.0,27,275
23.0,138.0,200.0,9.851242629,80.22631717,5.96537863,68.42802444,grapes,3324.0,13,123
40.0,143.0,201.0,24.97256132,82.72828653,6.476757723,66.70016285,grapes,2733.0,1,492
6.0,142.0,202.0,27.23708304,82.94573346,6.224542938,70.42508897,grapes,2605.0,26,520
37.0,124.0,195.0,18.70679077,83.4795292,6.209928251,66.5964488,grapes,2526.0,6,58
35.0,134.0,204.0,9.949929082,82.55138983,5.841138354,66.00817551,grapes,3671.0,4,282
119.0,25.0,51.0,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,3563.0,29,257
119.0,19.0,55.0,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon,4421.0,21,339
105.0,30.0,50.0,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,3890.0,16,549
114.0,8.0,50.0,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon,4517.0,29,279
93.0,22.0,52.0,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,4901.0,3,141
80.0,26.0,55.0,24.53442564,88.989272,6.140099215,49.11618732,watermelon,3397.0,8,173
85.0,27.0,45.0,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,2630.0,29,495
85.0,22.0,53.0,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,4735.0,15,128
82.0,22.0,45.0,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,3870.0,4,396
118.0,13.0,54.0,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,2160.0,15,270
83.0,25.0,53.0,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,1758.0,9,391
86.0,15.0,47.0,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,3946.0,1,554
101.0,10.0,47.0,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,1242.0,27,2
119.0,9.0,50.0,26.74550678,83.9195902,6.251286661,40.794305,watermelon,3590.0,27,380
104.0,17.0,46.0,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon,2063.0,13,466
95.0,12.0,51.0,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon,1228.0,26,520
102.0,14.0,52.0,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,3595.0,21,41
109.0,21.0,55.0,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,1919.0,4,539
81.0,18.0,50.0,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon,2246.0,16,5
103.0,17.0,51.0,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,1005.0,26,524
105.0,14.0,50.0,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon,4393.0,13,201
97.0,8.0,52.0,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,1467.0,3,526
120.0,19.0,49.0,25.79448878,84.26830701,6.762471628999998,56.45229202,watermelon,2755.0,24,521
95.0,16.0,55.0,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,1074.0,21,247
83.0,29.0,52.0,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,1003.0,9,433
83.0,9.0,45.0,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,2870.0,4,376
91.0,21.0,50.0,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,1645.0,26,444
116.0,5.0,54.0,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,1117.0,6,423
112.0,28.0,54.0,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,3928.0,26,158
88.0,29.0,51.0,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,2629.0,15,77
118.0,15.0,45.0,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,3551.0,29,159
92.0,21.0,48.0,25.81692236,82.043255,6.377427122,54.82963379,watermelon,3021.0,13,334
106.0,14.0,45.0,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,1946.0,29,160
99.0,5.0,47.0,24.13078816,84.84494575,6.649086972,51.19470197,watermelon,3621.0,16,385
98.0,8.0,51.0,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,2464.0,20,404
108.0,22.0,46.0,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon,1193.0,26,111
119.0,7.0,55.0,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,1846.0,13,34
117.0,27.0,48.0,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon,3762.0,13,357
109.0,10.0,53.0,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon,2415.0,8,538
80.0,16.0,46.0,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,4097.0,14,256
100.0,18.0,52.0,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,2458.0,13,105
91.0,7.0,53.0,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,3220.0,27,264
86.0,6.0,53.0,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon,4371.0,13,46
107.0,5.0,52.0,26.6634609,89.98405233,6.8814257460000015,57.40847165,watermelon,2668.0,4,92
103.0,16.0,49.0,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,3373.0,15,531
101.0,20.0,48.0,24.6774157,82.75411437,6.206247493999999,57.05709413,watermelon,2433.0,15,456
85.0,25.0,47.0,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,2141.0,26,145
84.0,7.0,51.0,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,3883.0,31,415
102.0,28.0,54.0,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon,2810.0,12,226
98.0,25.0,52.0,25.2801372,83.15393658,6.224066378,49.29456609,watermelon,1723.0,4,356
97.0,25.0,50.0,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,1224.0,26,266
90.0,16.0,45.0,24.92093261,80.61750795,6.291540277999999,50.55710813,watermelon,1531.0,4,476
95.0,12.0,46.0,26.21667586,81.01009354,6.32281728,54.65423596,watermelon,1112.0,26,518
82.0,23.0,49.0,26.81383586,87.21986949,6.873283991,51.70497792,watermelon,3187.0,14,328
82.0,25.0,51.0,24.31334971,87.47409052,6.074209622000001,48.11248366,watermelon,1558.0,21,446
110.0,28.0,46.0,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,3048.0,31,0
118.0,21.0,51.0,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,3137.0,16,5
120.0,20.0,45.0,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,1653.0,3,134
91.0,7.0,52.0,25.07803672,83.46230461,6.405054243,56.39962921,watermelon,1319.0,13,64
81.0,6.0,55.0,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,2573.0,14,211
101.0,13.0,54.0,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,2828.0,21,280
101.0,17.0,55.0,24.37118217,87.1269128,6.451499763999999,44.63907691,watermelon,2917.0,6,423
111.0,6.0,53.0,26.493064500000006,88.59143088,6.313512998999999,46.06382209,watermelon,1138.0,13,94
107.0,10.0,49.0,25.83202912,89.00481725,6.755192025,45.24690619,watermelon,4582.0,29,427
115.0,11.0,46.0,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon,4939.0,20,522
84.0,25.0,52.0,24.37190239,81.2514818,6.12532356,44.20899581,watermelon,3892.0,15,128
120.0,7.0,47.0,24.24782473,83.03687902,6.653867608,54.76576239999999,watermelon,3026.0,29,416
91.0,12.0,46.0,24.64458469,85.49938185,6.343942518,48.31219031,watermelon,3306.0,26,520
89.0,22.0,52.0,24.89681131,86.10782926,6.217300786,53.14626213,watermelon,4744.0,8,20
113.0,19.0,46.0,25.41864024,81.12122989,6.286387658,49.52320689,watermelon,1901.0,29,258
97.0,22.0,50.0,26.26028739,86.14585891,6.769893799999998,58.97878791,watermelon,1689.0,26,542
117.0,30.0,50.0,24.90123934,87.20772913,6.744966312000001,46.59207341,watermelon,3039.0,4,464
90.0,14.0,52.0,24.84740848,89.20454622,6.391858432,59.67927244,watermelon,1009.0,3,336
104.0,23.0,47.0,26.98212846,86.70068316,6.770434148,42.91292205,watermelon,1260.0,13,417
81.0,16.0,45.0,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon,2942.0,26,158
88.0,5.0,47.0,25.86475496,86.67468041,6.662244646,41.16554802,watermelon,2673.0,13,115
92.0,7.0,45.0,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,3219.0,20,347
81.0,18.0,50.0,26.44019475,80.91934337,6.507110986,47.81847573,watermelon,3945.0,8,499
111.0,5.0,55.0,26.283443,84.42478917,6.520663422,50.78669728,watermelon,3060.0,31,210
108.0,23.0,51.0,26.84366082,83.85039964,6.106500787000001,40.228644,watermelon,2191.0,15,441
113.0,30.0,50.0,26.03967219,83.9862443,6.277484042999999,43.87712348,watermelon,4713.0,6,423
83.0,10.0,53.0,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,2619.0,21,330
101.0,11.0,51.0,25.50736962,84.24340241,6.792035575,44.2068997,watermelon,1320.0,26,145
114.0,21.0,55.0,25.4438391,87.93923120000002,6.472756256,57.51549686,watermelon,2342.0,4,480
99.0,6.0,45.0,26.12588914,86.5507939,6.000975617000001,40.71210074,watermelon,2636.0,29,343
92.0,20.0,55.0,25.10474753,87.52676159999999,6.5877912620000005,59.26519444,watermelon,3376.0,30,124
